ps: 35,t4,t5,t6
GenomeDISCO,0.8220013411470211,0.8459104426493154,0.8338515430656177
Pearson,0.9078053316276208,0.8816870440037475,0.8824839326266083
SSIM,0.5981714865893035,0.6278642671099468,0.6534434850654334
PSNR,16.703350712034695,20.74055497413409,20.75741830130463
ps: 60,t4,t5,t6
GenomeDISCO,0.80467492886611,0.8334909310574796,0.8178248213246421
Pearson,0.9199349218114842,0.9000547126943428,0.9012420499924595
SSIM,0.6946834900120137,0.6838017604112798,0.695709011391661
PSNR,18.827272202335696,22.724782361314826,22.728430036431668
