ps: 35,t4,t5,t6
GenomeDISCO,0.8249987593796976,0.8385291115848089,0.8547317749676704
Pearson,0.8772702699106967,0.9123351496946162,0.8959034949135211
SSIM,0.1562697030377717,0.1391108506402921,0.11908715720631129
PSNR,20.143559565971923,23.235624653353785,22.24551992604709
ps: 60,t4,t5,t6
GenomeDISCO,0.8009533700559858,0.8037092285080918,0.8228800022975057
Pearson,0.8887167070168263,0.9219168376657889,0.9099678691665251
SSIM,0.34377124881456056,0.2992467023437706,0.2698111212667102
PSNR,22.306544273506262,25.294981170604498,24.313707589680686
