ps: 35,t4,t5,t6
GenomeDISCO,0.745752696624764,0.7558889743040648,0.7504612275750328
Pearson,0.8535900647865675,0.8189818921186459,0.7584895668642821
SSIM,0.655001474659139,0.5591815590100644,0.6224902155653045
PSNR,18.371082896035965,17.644186507027076,20.239547947383304
ps: 60,t4,t5,t6
GenomeDISCO,0.7376182869423002,0.7308655854172187,0.7308710907571754
Pearson,0.8672619560320804,0.8431404794184796,0.7917892546487821
SSIM,0.7447200534311839,0.6669450046746794,0.7106422455488499
PSNR,20.578749603843217,19.871009472096837,22.46917270922986
