ps: 35,t4,t5,t6
GenomeDISCO,0.9057235389805636,0.8928317504166108,0.8826230282277937
Pearson,0.9665813556911209,0.9345502553619034,0.9282022103855341
SSIM,0.937992743053727,0.906354122159661,0.8860582168869147
PSNR,33.513615509071336,34.80477438825808,33.48073880582474
ps: 60,t4,t5,t6
GenomeDISCO,0.8961521242181487,0.8732055301316688,0.8619034008656562
Pearson,0.9701202651714836,0.943266214981854,0.938255385663531
SSIM,0.9506910945358604,0.9232071086119393,0.9051985852087934
PSNR,35.53059273229744,36.67178275029151,35.302790506456276
