ps: 35,t4,t5,t6
GenomeDISCO,0.7804912789213218,0.8250016849165769,0.8362847310414787
Pearson,0.8862937655345803,0.8891230395142169,0.8875501867816172
SSIM,0.7877264894688911,0.7599036763662311,0.800807168996355
PSNR,26.800471579053358,26.654502486135065,29.11416070092705
ps: 60,t4,t5,t6
GenomeDISCO,0.736626050309636,0.8088393044748087,0.8135668529160837
Pearson,0.8972648980472803,0.904614099450424,0.9018030205206846
SSIM,0.8126163978782326,0.8100955650830804,0.8298100836240232
PSNR,28.697361011804134,28.567625099916327,30.921689396541307
