ps: 35,t4,t5,t6
GenomeDISCO,0.8633268770922553,0.8489421372186657,0.7983251368658866
Pearson,0.9705233668149567,0.9506202682508396,0.9244390985258629
SSIM,0.9382050107673711,0.9016064468747541,0.8323643045463736
PSNR,34.667311003785464,32.70568261992876,31.134135393900294
ps: 60,t4,t5,t6
GenomeDISCO,0.8407351610174804,0.8079158604971503,0.7269107861000422
Pearson,0.9717931336986453,0.9542870470800213,0.9303910252360844
SSIM,0.9451808641963232,0.9204232620226178,0.8626786820338858
PSNR,36.418784613095504,34.573476308227,33.01607771951585
