ps: 35,t4,t5,t6
GenomeDISCO,0.9017270802118242,0.8890825121106553,0.8744183805316549
Pearson,0.963866114567419,0.9288190657382714,0.9221482289140579
SSIM,0.9276130520376806,0.8884765793012462,0.8628548293178206
PSNR,32.33411778581924,33.49248760612171,31.904738646296185
ps: 60,t4,t5,t6
GenomeDISCO,0.8928934487763622,0.8696976171584445,0.8508992935208771
Pearson,0.9671670649825547,0.9383932925789358,0.9325124220537523
SSIM,0.9403698393848274,0.906380725557163,0.8847989385216417
PSNR,34.24830742007127,35.27358180258713,33.68019594085007
