ps: 35,t4,t5,t6
GenomeDISCO,0.8919131457652355,0.8739252615702474,0.8757950134110665
Pearson,0.9700769800189305,0.9600837587389179,0.9407256633498866
SSIM,0.8805151424866478,0.7839465917669811,0.7608914740287623
PSNR,29.535911070676455,25.80278397657667,26.64852974390195
ps: 60,t4,t5,t6
GenomeDISCO,0.8725761998738307,0.8394561212733854,0.852621966017765
Pearson,0.9697812811260221,0.9600655970186994,0.940309494241403
SSIM,0.9106890135895604,0.8443273731581705,0.8220824020522826
PSNR,31.631561815564044,27.86012427953047,28.703205644126125
